osmid,name,highway,surface,tracktype,foot,bicycle,sac_scale,trail_visibility,smoothness,width,mtb:scale,mtb:scale:imba,osmc:symbol,image,incline,lit,step_count,ford,bridge,tunnel,wheelchair,ramp,source,mapillary,scenic,section,footway,sidewalk,length_m,corridor
620363994,SAT Ingmarsö,path,wood,,designated,,hiking,,intermediate,0.4,,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/SAT_Ingmars%C3%B6_B%C3%A5tluffarleden_%2825%29.jpg,,,,,boardwalk,,,,,,,SAT Ingmarsö,,,95.50993527500282,DEDICATED_PATH
620363995,Båtluffarleden,path,grass,grade4,designated,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/63/SAT_Ingmars%C3%B6_B%C3%A5tluffarleden_%2833%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,2741.393193031407,DEDICATED_PATH
620363998,Båtluffarleden,path,wood,,designated,,hiking,good,good,1,,,,https://upload.wikimedia.org/wikipedia/commons/3/32/SAT_Ingmars%C3%B6_B%C3%A5tluffarleden_%285%29.jpg,,,,,yes,,,,,,,SAT Ingmarsö,,,49.36178890644861,DEDICATED_PATH
620363999,Båtluffarleden,path,wood,,designated,,hiking,good,intermediate,1,,,,https://upload.wikimedia.org/wikipedia/commons/1/10/SAT_Ingmars%C3%B6_B%C3%A5tluffarleden_%2810%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,1793.914801708428,DEDICATED_PATH
620364001,Båtluffarleden,path,ground,,designated,,hiking,good,good,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/3/35/SAT_Ingmars%C3%B6_B%C3%A5tluffarleden_%283%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,140.2371997107776,DEDICATED_PATH
620364005,Ingmarsö byväg,unclassified,compacted,,,,,,,,,,,,,,,,,,,,,,,SAT Ingmarsö,,,1105.7963126381712,CAR_ROAD
871057148,SAT Ingmarsö,path,compacted,,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/SAT_Ingmars%C3%B6_%2837%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,587.6254004435748,DEDICATED_PATH
871057151,SAT Ingmarsö,path,compacted,,designated,,hiking,good,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/SAT_Ingmars%C3%B6_%2832%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,697.6246616716342,DEDICATED_PATH
871057156,SAT Ingmarsö,track,compacted,,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/7/74/SAT_Ingmars%C3%B6_%282%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,391.99486475733244,TRACK
967578969,SAT Ingmarsö,path,ground,,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/d/d7/SAT_Ingmars%C3%B6_%2841%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,201.1667151581682,DEDICATED_PATH
1191364249,Brännängsvägen,unclassified,gravel,,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/0/02/SAT_Ingmars%C3%B6_%2815%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,184.61184093744745,CAR_ROAD
1191458756,SAT Ingmarsö,unclassified,gravel,,designated,,hiking,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/7/71/SAT_Ingmars%C3%B6_%2817%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,679.6234501658346,CAR_ROAD
1383585554,Båtdragsvägen,service,compacted,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c5/Ingmars%C3%B6_202508_SAT_10.jpg,,,,,,,,,,,,SAT Ingmarsö,,,89.78632658043328,CAR_ROAD
1383585555,Båtluffarleden,path,ground,,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/e/e7/SAT_Ingmars%C3%B6_B%C3%A5tluffarleden_%2849%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,119.16429281357917,DEDICATED_PATH
1383585561,Ingmarsö byväg,unclassified,compacted,,designated,,hiking,good,,,,,,,,,,,,,,,,,,SAT Ingmarsö,,,192.33008929452436,CAR_ROAD
1383585562,Båtluffarleden,path,ground,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/da/SAT_Ingmars%C3%B6_B%C3%A5tluffarleden_%2850%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,113.88692687647398,DEDICATED_PATH
1383585563,SAT Ingmarsö,path,compacted,,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/SAT_Ingmars%C3%B6_%2823%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,437.83417276299696,DEDICATED_PATH
1383585564,Brännängsvägen,unclassified,gravel,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/83/SAT_Ingmars%C3%B6_%2816%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,57.904818266085336,CAR_ROAD
1383585566,Djurgårdsvägen,unclassified,compacted,,designated,,hiking,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/2/26/SAT_Ingmars%C3%B6_%288%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,101.83014793762982,CAR_ROAD
1383585568,Brännängsvägen,unclassified,compacted,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6c/SAT_Ingmars%C3%B6_%28111%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,51.97141997086534,CAR_ROAD
1383585569,Ingmarsö byväg,unclassified,compacted,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e6/SAT_Ingmars%C3%B6_%28110%29.jpg,,,,,,,,,,,,SAT Ingmarsö,,,156.6134989748029,CAR_ROAD
1383585570,Ingmarsö byväg,unclassified,compacted,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/83/SAT_Ingmars%C3%B6_-_norra_Ingmars%C3%B6_brygga.jpg,,,,,,,,,,,,SAT Ingmarsö,,,491.9330029420351,CAR_ROAD
124969293,SAT Landsort,residential,compacted,,yes,yes,,excellent,good,3,,,,https://upload.wikimedia.org/wikipedia/commons/d/dc/SAT_Landsort_Mapillary_703903108794092_%28cropped%29.jpg,,,,,,,,,,2194465837692029,,SAT Landsort,,,635.789045368626,CAR_ROAD
290717947,SAT Landsort,residential,,,,,,intermediate,,2,,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/SAT_Landsort_33.jpg,,,,,,,,,survey;mapillary,638556152519751,,SAT Landsort,,,233.88118242513283,CAR_ROAD
290717948,SAT Landsort,track,compacted,grade2,designated,yes,hiking,,good,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/SAT_Landsort_Mapillary_996157579398784_%28cropped%29.jpg,,,,,,,,,,996157579398784,,SAT Landsort,,,4768.007193331348,TRACK
290717953,SAT Landsort,residential,gravel,,yes,yes,hiking,good,,3.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/SAT_Landsort_42.jpg/2560px-SAT_Landsort_42.jpg,,no,,,,,,,,1241139057516253,,SAT Landsort,,,467.27167943268034,CAR_ROAD
290717954,SAT Landsort,footway,ground,,yes,no,hiking,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/3/31/SAT_Landsort_Mapillary_423951114146593_%28cropped%29.jpg,up,no,,,,,,,,423951114146593,,SAT Landsort,,,27.675605110518674,DEDICATED_PATH
383557305,SAT Landsort,residential,unpaved,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Landsort_Svedtiljas_hotell.jpg,,,,,,,,,,,,SAT Landsort,,,215.888084078276,CAR_ROAD
625285517,SAT Landsort,residential,gravel,,,,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a5/SAT_Landsort_50.jpg,,yes,,,,,,,,1353852259000494,,SAT Landsort,,,99.1516900489453,CAR_ROAD
694122178,Landsortsvägen,residential,compacted,,yes,yes,,excellent,good,3,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/SAT_Landsort_48.jpg,,,,,,,,,,1226391322354278,,SAT Landsort,,,303.41202760080796,CAR_ROAD
694122181,SAT Landsort,path,gravel,,designated,yes,hiking,intermediate,,2,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/SAT_Landsort_35.jpg/2560px-SAT_Landsort_35.jpg,up,,,,,,,,,1245314494002294,,SAT Landsort,,,111.6926452424244,DEDICATED_PATH
694128676,SAT Landsort,path,,,designated,,hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b2/%C3%96ja_campingplats_grillplats.jpg,,,,,,,,,,697341892943672,,SAT Landsort,,,507.11303053669843,DEDICATED_PATH
694129098,SAT Landsort,footway,gravel,,yes,discouraged,hiking,intermediate,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/SAT_Landsort_Mapillary_1860201134823082_%28cropped%29.jpg,up,,,,,,,,,1860201134823082,,SAT Landsort,,,29.508630640014573,DEDICATED_PATH
694129099,SAT Landsort,steps,wood,,yes,no,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/SAT_Landsort_42.jpg/2560px-SAT_Landsort_42.jpg,up,no,16,,,,,no,,1495332581439059,,SAT Landsort,,,17.470054710813923,STEPS
712239937,SAT Landsort,path,ground,,designated,,hiking,good,intermediate,2,,,,https://upload.wikimedia.org/wikipedia/commons/9/9d/SAT_Landsort_28.jpg,,,,,,,,,,660089790171971,,SAT Landsort,,,91.13709200707463,DEDICATED_PATH
956131491,SAT Landsort,path,ground,,designated,yes,hiking,intermediate,bad,1,,,,https://upload.wikimedia.org/wikipedia/commons/1/1d/SAT_Landsort_47.jpg,,no,,,,,,,,,,SAT Landsort,,,171.2445949825729,DEDICATED_PATH
956131492,SAT Landsort,path,ground,,designated,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/2/24/SAT_Landsort_Mapillary_1392519178562657_%28cropped%29.jpg,up,,,,,,,,,1392519178562657,,SAT Landsort,,,46.14439859010924,DEDICATED_PATH
1059080130,SAT Landsort,footway,concrete,,designated,yes,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/00/SAT_Landsort_02.jpg,,,,,,,,,,1353852259000494,,SAT Landsort,,,107.94828335013558,DEDICATED_PATH
1064115027,SAT Landsort,path,rock,,designated,,mountain_hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/4/45/SAT_Landsort_Mapillary_692479583540152_%28cropped%29.jpg,,,,,,,,,,692479583540152,,SAT Landsort,,,1442.151704562173,DEDICATED_PATH
1178578024,SAT Landsort,path,gravel,,designated,yes,hiking,excellent,good,,,,,https://upload.wikimedia.org/wikipedia/commons/8/88/SAT_Landsort_42.jpg,,no,,,,,,,,952232493534409,,SAT Landsort,,,73.0960787024005,DEDICATED_PATH
1178578025,SAT Landsort,steps,ground,,,,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/35/SAT_Landsort_Mapillary_708000472182749_%28cropped%29.jpg,up,no,25,,,,,no,survey;mapillary,1766323643921744,,SAT Landsort,,,20.090160073419867,STEPS
1178578767,SAT Landsort,path,ground,,yes,yes,hiking,intermediate,bad,2,,,,https://upload.wikimedia.org/wikipedia/commons/d/dc/SAT_Landsort_Mapillary_703903108794092_%28cropped%29.jpg,,,,,,,,,,703903108794092,,SAT Landsort,,,158.97432731341723,DEDICATED_PATH
1378978024,SAT Landsort,residential,gravel,,yes,yes,hiking,good,,3.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/SAT_Landsort_38.jpg/2560px-SAT_Landsort_38.jpg,,no,,,,,,,,711761544789364,,SAT Landsort,,,196.2313227172875,CAR_ROAD
1378978028,SAT Landsort,residential,cement,,,,hiking,good,good,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Landsort_%C3%B6stra_hamnen_med.jpg/2560px-Landsort_%C3%B6stra_hamnen_med.jpg,,,,,,,,,,1713409176201225,,SAT Landsort,,,42.2761949920885,CAR_ROAD
1378978029,SAT Landsort,path,ground,,designated,mtb,hiking,intermediate,,1,,,,https://upload.wikimedia.org/wikipedia/commons/1/1c/Landsort_SAT_skylt.jpg,,,,,,,,,,1003511458649437,,SAT Landsort,,,191.50220247884775,DEDICATED_PATH
1378978031,SAT Landsort,path,"ground,rock",,designated,,hiking,bad,intermediate,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/c/cc/SAT_Landsort_Mapillary_1001082425551608_%28cropped%29.jpg,,,,,,,,,,1003511458649437,,SAT Landsort,,,1017.8043580332167,DEDICATED_PATH
1378978032,SAT Landsort,track,ground,grade5,designated,permissive,,,bad,2,,,,https://upload.wikimedia.org/wikipedia/commons/c/cc/SAT_Landsort_Mapillary_1001082425551608_%28cropped%29.jpg,,,,,,,,,,1001082425551608,,SAT Landsort,,,84.68555398094678,TRACK
1378978033,SAT Landsort,track,,,designated,,hiking,excellent,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/SAT_Landsort_Mapillary_735871108975256_%28cropped%29.jpg,,,,,,,,,,,,SAT Landsort,,,115.61408046763451,TRACK
1378978034,SAT Landsort,path,ground,,designated,discouraged,hiking,intermediate,bad,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/SAT_Landsort_23.jpg,,,,,,,,,,1995824187490562,,SAT Landsort,,,1709.0465832121822,DEDICATED_PATH
1378978036,SAT Landsort,path,grass,,designated,permissive,hiking,intermediate,intermediate,0.6,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/SAT_Landsort_Mapillary_1104814181483052_%28cropped%29.jpg,,,,,,,,,survey;mapillary,1104814181483052,,SAT Landsort,,,338.1037713081705,DEDICATED_PATH
1378978038,SAT Landsort,path,rock,,designated,no,hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7c/SAT_Landsort_13.jpg,,,,,,,,,,,yes,SAT Landsort,,,1881.5413586395016,DEDICATED_PATH
1378978039,SAT Landsort,path,rock,,designated,,hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/SAT_Landsort_12.jpg,,,,,,,,,,,,SAT Landsort,,,201.1686842668108,DEDICATED_PATH
1378978040,SAT Landsort,track,compacted,,designated,,hiking,intermediate,good,,,,,https://upload.wikimedia.org/wikipedia/commons/4/47/North_harbor_drinking_water_Landsort.jpg,,,,,,,,,,,,SAT Landsort,,,577.279329505961,TRACK
1378978041,SAT Landsort,residential,gravel,,yes,yes,hiking,good,,3.5            # eller ditt uppmätta värde,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Vandrarhemmet_Landsort_2025_juni.jpg/2560px-Vandrarhemmet_Landsort_2025_juni.jpg,,no,,,,,,,,1392519178562657,,SAT Landsort,,,562.3434936605894,CAR_ROAD
1423616382,SAT Landsort,path,,,yes,,,intermediate,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/SAT_Landsort_33.jpg,up,,,,,,,,survey;mapillary,1470097933976933,,SAT Landsort,,,14.815692549211434,DEDICATED_PATH
1423616383,SAT Landsort,steps,,,yes,,,intermediate,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/SAT_Landsort_33.jpg,up,,7,,,,,,survey;mapillary,1713409176201225,,SAT Landsort,,,19.864422180433344,STEPS
1425811572,SAT Landsort,path,ground,,designated,discouraged,hiking,intermediate,bad,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/SAT_Landsort_23.jpg,,,,,,,,,,1995824187490562,,SAT Landsort,,,377.16797395800666,DEDICATED_PATH
1425811577,SAT Landsort,path,unhewn_cobblestone,,designated,,hiking,bad,very_bad,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/SAT_Landsort_16.jpg,,,,,,,,,,2178972745872686,,SAT Landsort,,,31.939646021315326,DEDICATED_PATH
1425861408,SAT Landsort,path,,,designated,,hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/SAT_Landsort_Mapillary_1104814181483052_%28cropped%29.jpg,,,,,,,,,,1104814181483052,,SAT Landsort,,,219.23031946363182,DEDICATED_PATH
1425995381,SAT Landsort,path,gravel,,designated,yes,hiking,excellent,good,,,,,https://upload.wikimedia.org/wikipedia/commons/8/88/SAT_Landsort_42.jpg,,no,,,,,,,,952232493534409,,SAT Landsort,,,30.812461633522958,DEDICATED_PATH
1425995382,SAT Landsort,steps,concrete,,designated,no,hiking,intermediate,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/11/SAT_Landsort_Mapillary_952232493534409_%28cropped%29.jpg,up,no,4,,,,,no,,952232493534409,,SAT Landsort,,,5.793569519039849,STEPS
1426249966,SAT Landsort,path,rock,,designated,,hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7c/SAT_Landsort_13.jpg,,,,,,,,,,,,SAT Landsort,,,331.27957145816,DEDICATED_PATH
1426249967,SAT Landsort,path,stone,,designated,no,hiking,intermediate,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bb/SAT_Landsort_11.jpg,,,,,,,,,,,yes,SAT Landsort,,,38.51048379028828,DEDICATED_PATH
171236403,SAT Lidö,track,gravel,grade1,,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/SAT_Lid%C3%B6_%2811%29.jpg,,yes,,,,,,,,,,SAT Lidö,,,341.92235889016143,TRACK
171926863,SAT Lidö,track,gravel,grade1,,,hiking,good,,2-5,,,,https://upload.wikimedia.org/wikipedia/commons/4/40/SAT_Lid%C3%B6_%28169%29.jpg,,,,,,,,,,,,SAT Lidö,,,234.17903384515262,TRACK
176915738,SAT Lidö,footway,compacted,,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/SAT_Lid%C3%B6_%28235%29.jpg,,,,,,,,,,,,SAT Lidö,,,1295.8202838594154,DEDICATED_PATH
435137664,SAT Lidö,path,unpaved,,designated,,hiking,excellent,,0.2,1,1,,https://upload.wikimedia.org/wikipedia/commons/2/2b/SAT_Lid%C3%B6_%28194%29.jpg,,,,,,,,,,,,SAT Lidö,,,3681.2892131840704,DEDICATED_PATH
435141217,SAT Lidö,footway,grass,grade2,yes,yes,hiking,,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/2/25/SAT_Lid%C3%B6_%2827%29.jpg,,,,,,,,,,,,SAT Lidö,,,1408.6105214983236,DEDICATED_PATH
435141222,SAT Lidö,path,unpaved,,dedicated,yes,hiking,good,,0.3,2,1,,https://upload.wikimedia.org/wikipedia/commons/d/de/SAT_Lid%C3%B6_%28264%29.jpg,,,,,,,,,,,,SAT Lidö,,,1355.6122518400225,DEDICATED_PATH
435939954,SAT Lidö,track,gravel,grade1,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/e/e5/SAT_Lid%C3%B6_2025_april_06.jpg,,,,,,,,,,,,SAT Lidö,,,340.60284907183325,TRACK
440733581,SAT Lidö,track,compacted,,designated,,hiking,good,intermediate,2,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/SAT_Lid%C3%B6_%28232%29.jpg,,,,,,,,,,,,SAT Lidö,,,919.0382947720539,TRACK
1193405455,SAT Lidö,track,compacted,grade1,designated,,hiking,good,intermediate,2,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/SAT_Lid%C3%B6_%28232%29.jpg,,,,,,,,,,,,SAT Lidö,,,137.40674702718013,TRACK
1194953573,SAT Lidö,path,unpaved,,designated,yes,hiking,intermediate,,0.3,1,1,,https://upload.wikimedia.org/wikipedia/commons/1/1c/SAT_Lid%C3%B6_%2830%29.jpg,,,,,,,,,,,,SAT Lidö,,,432.06355496836187,DEDICATED_PATH
1194953574,SAT Lidö,path,ground,,yes,yes,hiking,excellent,,0.3,3,1,,https://upload.wikimedia.org/wikipedia/commons/3/39/SAT_Lid%C3%B6_%28284%29.jpg,,,,,,,,,,,,SAT Lidö,,,1762.4602776994602,DEDICATED_PATH
1379409384,SAT Lidö,track,gravel,grade1,designated,,hiking,good,,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/c/ce/SAT_Lid%C3%B6_v%C3%A4rdshuset.jpg,,,,,,,,,,,,SAT Lidö,,,112.3614622213777,TRACK
1379409385,SAT Lidö,track,gravel,grade1,yes,yes,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b2/Lid%C3%B6_v%C3%A4rdshus.jpg,,,,,,,,,,,,SAT Lidö,,,8.365685028032809,TRACK
1379409389,SAT Lidö,track,compacted,grade1,,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/08/SAT_Lid%C3%B6_%2819%29.jpg,,yes,,,,,,,,,,SAT Lidö,,,890.7097923817647,TRACK
1379409391,SAT Lidö,track,gravel,grade1,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b2/Lid%C3%B6_v%C3%A4rdshus.jpg,,yes,,,,,,,,,,SAT Lidö,,,51.65986102748333,TRACK
1379409393,SAT Lidö,path,compacted,,designated,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/8/8f/SAT_Lid%C3%B6_%28216%29.jpg,,,,,,,,,,,,SAT Lidö,,,304.94418923575176,DEDICATED_PATH
1379409394,SAT Lidö,track,compacted,grade1,designated,,hiking,good,very_bad,2,,,,https://upload.wikimedia.org/wikipedia/commons/4/4b/SAT_Lid%C3%B6_%28223%29.jpg,,,,,,,,,,,,SAT Lidö,,,616.6092218959474,TRACK
1379409395,SAT Lidö,track,compacted,grade1,designated,,hiking,good,very_bad,,,,,https://upload.wikimedia.org/wikipedia/commons/3/32/SAT_Lid%C3%B6_%28248%29.jpg,,,,,,,,,,,,SAT Lidö,,,238.78658366870445,TRACK
1379409396,SAT Lidö,track,compacted,grade1,,,hiking,good,bad,2,,,,https://upload.wikimedia.org/wikipedia/commons/8/8f/SAT_Lid%C3%B6_%28246%29.jpg,,,,,,,,,,,,SAT Lidö,,,311.0434476734315,TRACK
1426345582,SAT Lidö,path,compacted,,yes,yes,hiking,excellent,,0.3,2,1,,https://upload.wikimedia.org/wikipedia/commons/6/6a/SAT_Lid%C3%B6_%28278%29.jpg,,,,,,,,,,,,SAT Lidö,,,262.4485370228762,DEDICATED_PATH
1426345583,SAT Lidö,path,rock,,designated,,hiking,excellent,,,2,,,https://upload.wikimedia.org/wikipedia/commons/a/a0/SAT_Lid%C3%B6_%28273%29.jpg,,,,,,,,,,,yes,SAT Lidö,,,346.39139238493885,DEDICATED_PATH
1426348620,SAT Lidö,path,ground,,yes,yes,hiking,excellent,,0.3,3,1,,https://upload.wikimedia.org/wikipedia/commons/2/2c/SAT_Lid%C3%B6_%28295%29.jpg,,,,,,,,,,,,SAT Lidö,,,389.2379752682163,DEDICATED_PATH
204940778,Länsväg 696,tertiary,compacted,,designated,,hiking,good,,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/SAT_M%C3%B6ja_vandring_2025_april_01.jpg/2560px-SAT_M%C3%B6ja_vandring_2025_april_01.jpg,,,,,,,,,bing,,,SAT Möja,,,6029.829106520147,CAR_ROAD
226054885,SAT Möja,tertiary,asphalt,,designated,,hiking,,excellent,11,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/SAT_M%C3%B6ja_April_01.jpg/3024px-SAT_M%C3%B6ja_April_01.jpg,,,,,,,,,,,,SAT Möja,,,42.53568402067268,CAR_ROAD
226055509,Länsväg 694,tertiary,compacted,,,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/SAT_M%C3%B6ja_2025_vandring_april_01.jpg/2560px-SAT_M%C3%B6ja_2025_vandring_april_01.jpg,,,,,,,,,,,,SAT Möja,,,8393.800798622486,CAR_ROAD
575085733,Länsväg 694,tertiary,compacted,,,,hiking,good,good,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/SAT_M%C3%B6ja_vandring_2025_april_02.jpg/2560px-SAT_M%C3%B6ja_vandring_2025_april_02.jpg,,,,,,,,,,,,SAT Möja,,,2352.0309853308636,CAR_ROAD
620328418,SAT Möja,service,compacted,,,,,,,,,,,,,,,,,,,,,,,SAT Möja,,,539.550271723587,CAR_ROAD
1123596940,Länsväg 694,tertiary,asphalt,,designated,,hiking,,excellent,4.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/SAT_M%C3%B6ja_April_01.jpg/3024px-SAT_M%C3%B6ja_April_01.jpg,,,,,,,,,,,,SAT Möja,,,73.10269838313289,CAR_ROAD
1199632614,Länsväg 694,tertiary,compacted,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/SAT_M%C3%B6ja_2025_01.jpg,,,,,,,,,,,,SAT Möja,,,392.792487718483,CAR_ROAD
1305240954,Länsväg 694,tertiary,compacted,,,,,,good,,,,,,,,,,,,,,,,,SAT Möja,,,39.89390653418042,CAR_ROAD
1380094358,SAT Möja,path,compacted,,,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/e/e5/SAT_M%C3%B6ja_vandring_2025_april_09_2_%2845%29.jpg,,,,,,,,,,,yes,SAT Möja,,,1109.199922673375,DEDICATED_PATH
1380094359,Länsväg 694,tertiary,compacted,,designated,,hiking,,good,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/SAT_M%C3%B6ja_April_01.jpg/3024px-SAT_M%C3%B6ja_April_01.jpg,,,,,,,,,,,,SAT Möja,,,308.8364777733012,CAR_ROAD
81238540,SAT Nämdö,unclassified,gravel,,designated,,,good,bad,2,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/SAT_N%C3%A4md%C3%B6_01.jpg/3024px-SAT_N%C3%A4md%C3%B6_01.jpg,,,,,,,,,,,,SAT Nämdö,,,244.80887193968601,CAR_ROAD
81238553,Länsväg 690,unclassified,gravel,,designated,,,good,intermediate,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/e/ed/SAT_N%C3%A4md%C3%B6_02.jpg,,,,,,,,,,,,SAT Nämdö,,,3583.663107251654,CAR_ROAD
81238564,SAT Nämdö,track,gravel,grade3,designated,,hiking,excellent,,2,,,,https://upload.wikimedia.org/wikipedia/commons/1/1f/SAT_N%C3%A4md%C3%B6_b_05.jpg,,,,,,,,,,,,SAT Nämdö,,,3063.063027774246,TRACK
81238579,SAT Nämdö,path,grass,grade5,designated,,,good,bad,2,,,,https://commons.wikimedia.org/wiki/File:SAT_N%C3%A4md%C3%B6_vandring_05.jpg,,,,,,,,,,,,SAT Nämdö,,,499.230277612201,DEDICATED_PATH
116730474,SAT Nämdö,path,compacted,,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/SAT_N%C3%A4md%C3%B6_b_10.jpg/3024px-SAT_N%C3%A4md%C3%B6_b_10.jpg,,,,,,,,,,,,SAT Nämdö,,,1822.004530240578,DEDICATED_PATH
319101537,Länsväg 690,service,gravel,,designated,yes,hiking,good,good,~3,,,,https://upload.wikimedia.org/wikipedia/commons/5/51/SAT_N%C3%A4md%C3%B6_v%C3%A4gen_Sand.jpg,,,,,,,,,,,,SAT Nämdö,,,1878.832634839644,CAR_ROAD
674095793,SAT Nämdö,track,gravel,grade2,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/SAT_N%C3%A4md%C3%B6_leden_korsning_Tjusvik.jpg/2560px-SAT_N%C3%A4md%C3%B6_leden_korsning_Tjusvik.jpg,,,,,,,,,,,,SAT Nämdö,,,1081.4549332038048,TRACK
